id,label
"QE","Questions Ecrites"
"QOSD","Questions Orales Sans Débat"
"QOAD","Questions Orales Avec Débat"
"QOAE","Questions Orales Actualités Européenne"
"QG","Questions au Gouvernement"
"QC","Questions Cribles"
