id,label
"AN_rubrique","Indexation complémentaire : Assemblée nationale : Rubrique"
"TA_rubrique","Indexation complémentaire : Assemblée nationale : Tête d'analyse"
"AN_analyse","Indexation complémentaire : Assemblée nationale : Analyse"
"SE_theme","Indexation complémentaire : Sénat : Thème"
"SE_rubrique","Indexation complémentaire : Sénat : Rubrique"
"SE_renvoi","Indexation complémentaire : Sénat : Renvoi"
"motclef_ministere","Indexation complémentaire : Ministères : Mot-clef"
